country,region,year,industry,gas_type,emissions_mt
South Korea,Asia,2003,Agriculture,Hfcs,1.344
South Africa,Africa,2017,Waste,Sf6,0.247
Australia,Oceania,2011,Manufacturing,Hfcs,5.468
Mexico,North America,2023,Waste,Ch4,17.659
France,Europe,2003,Manufacturing,Sf6,0.974
India,Asia,2012,Waste,Hfcs,3.079
Japan,Asia,2006,Energy,Hfcs,13.751
Japan,Asia,2013,Waste,Ch4,17.028
Australia,Oceania,2007,Land Use,Sf6,0.148
Indonesia,Asia,2010,Manufacturing,Sf6,4.086
Japan,Asia,2000,Agriculture,Ch4,27.895
South Korea,Asia,2019,Industrial Processes,Ch4,0.805
China,Asia,2017,Transport,Ch4,123.526
Germany,Europe,2023,Industrial Processes,Sf6,1.541
Canada,North America,2017,Industrial Processes,N2O,1.317
India,Asia,2010,Land Use,Hfcs,6.279
Brazil,South America,2014,Land Use,Hfcs,10.174
Mexico,North America,2012,Industrial Processes,Ch4,0.279
Germany,Europe,2018,Transport,Sf6,1.176
South Korea,Asia,2013,Agriculture,Hfcs,1.592
India,Asia,2020,Land Use,N2O,65.394
Australia,Oceania,2010,Industrial Processes,N2O,1.063
South Korea,Asia,2009,Land Use,Hfcs,0.288
Australia,Oceania,2011,Waste,Sf6,0.212
United States,North America,2002,Energy,Co2,123.526
Canada,North America,2019,Agriculture,Ch4,36.886
United States,North America,2007,Waste,Co2,31.259
South Africa,Africa,2001,Transport,Ch4,2.909
Canada,North America,2008,Manufacturing,Sf6,3.839
China,Asia,2006,Industrial Processes,N2O,38.87
Japan,Asia,2007,Energy,Sf6,8.391
United Kingdom,Europe,2016,Industrial Processes,Ch4,0.153
Australia,Oceania,2019,Industrial Processes,N2O,0.994
India,Asia,2011,Buildings,N2O,49.055
China,Asia,2014,Agriculture,Ch4,123.526
United States,North America,2011,Industrial Processes,Co2,23.575
Indonesia,Asia,2014,Agriculture,Sf6,2.073
Australia,Oceania,2019,Industrial Processes,Sf6,1.612
Japan,Asia,2013,Land Use,N2O,0.1
Indonesia,Asia,2004,Industrial Processes,Hfcs,2.12
France,Europe,2003,Waste,Ch4,7.304
Japan,Asia,2016,Transport,Co2,123.526
United States,North America,2001,Transport,N2O,123.526
Germany,Europe,2017,Buildings,Hfcs,10.737
Mexico,North America,2008,Land Use,N2O,5.347
India,Asia,2003,Buildings,Sf6,4.678
United States,North America,2004,Manufacturing,Ch4,73.049
United Kingdom,Europe,2007,Energy,N2O,5.163
South Africa,Africa,2000,Waste,Co2,4.862
Japan,Asia,2013,Buildings,Hfcs,13.582
United Kingdom,Europe,2014,Manufacturing,N2O,4.369
China,Asia,2007,Agriculture,Sf6,12.374
United Kingdom,Europe,2003,Manufacturing,Sf6,2.984
United Kingdom,Europe,2015,Energy,Sf6,1.63
Australia,Oceania,2003,Buildings,Co2,19.92
Indonesia,Asia,2000,Energy,Ch4,51.68
India,Asia,2012,Energy,Hfcs,43.084
United Kingdom,Europe,2018,Energy,Ch4,15.346
Germany,Europe,2003,Industrial Processes,Hfcs,3.783
South Africa,Africa,2003,Agriculture,Sf6,0.686
Russia,Europe,2021,Buildings,Ch4,21.546
Indonesia,Asia,2004,Buildings,Co2,4.986
Mexico,North America,2023,Buildings,Ch4,7.782
India,Asia,2019,Industrial Processes,Sf6,18.648
Mexico,North America,2022,Land Use,Sf6,0.166
Japan,Asia,2008,Land Use,Co2,0.1
India,Asia,2022,Transport,Hfcs,41.623
Australia,Oceania,2009,Manufacturing,N2O,5.025
China,Asia,2013,Industrial Processes,Ch4,23.514
Mexico,North America,2012,Waste,Co2,5.762
Germany,Europe,2023,Industrial Processes,Co2,4.394
India,Asia,2013,Waste,,7.128
Russia,Europe,2021,Manufacturing,Hfcs,36.578
Germany,Europe,2011,Transport,Ch4,6.787
United Kingdom,Europe,2007,Waste,Hfcs,0.107
India,Asia,2017,Energy,Sf6,32.362
China,Asia,2009,Energy,N2O,123.526
Canada,North America,2005,Energy,Sf6,5.215
United States,North America,2018,Buildings,Sf6,6.446
India,Asia,2005,Manufacturing,Sf6,39.556
Russia,Europe,2008,Industrial Processes,Sf6,2.955
India,Asia,2011,Buildings,Hfcs,63.674
Canada,North America,2014,Land Use,Sf6,0.13
Germany,Europe,2011,Land Use,Ch4,1.372
Australia,Oceania,2020,Industrial Processes,N2O,1.027
South Africa,Africa,2007,Energy,Ch4,49.611
Germany,Europe,2002,Agriculture,Co2,7.4
Brazil,South America,2010,Buildings,Hfcs,1.467
Mexico,North America,2003,Transport,Ch4,6.033
United States,North America,2015,Land Use,Ch4,21.542
South Africa,Africa,2005,Buildings,Hfcs,2.839
India,Asia,2006,Energy,N2O,72.972
India,Asia,2011,Industrial Processes,Ch4,4.827
China,Asia,2007,Industrial Processes,N2O,37.414
,Oceania,2021,Industrial Processes,Ch4,7.128
France,Europe,2018,Buildings,Hfcs,7.163
Japan,Asia,2010,Land Use,Hfcs,0.1
Japan,Asia,2006,Waste,Hfcs,0.357
Germany,Europe,2004,Industrial Processes,Ch4,0.794
Australia,Oceania,2008,Waste,N2O,3.917
Russia,Europe,2003,Buildings,Co2,80.393
United Kingdom,Europe,2007,Buildings,Hfcs,9.054
Indonesia,Asia,2001,Manufacturing,Sf6,3.443
South Korea,Asia,2013,Waste,Hfcs,0.24
Australia,Oceania,2011,Waste,Co2,3.952
Japan,Asia,2012,Manufacturing,Co2,123.526
Germany,Europe,2003,Agriculture,N2O,19.599
Japan,Asia,2014,Agriculture,Co2,3.979
Germany,Europe,2007,Agriculture,Hfcs,2.554
United States,North America,2000,Agriculture,Sf6,4.995
Canada,North America,2014,Agriculture,Ch4,35.858
Australia,Oceania,2013,Manufacturing,Co2,31.753
China,Asia,2023,Land Use,Sf6,9.731
United Kingdom,Europe,2000,Agriculture,Co2,4.644
United Kingdom,Europe,2003,Land Use,N2O,1.458
Indonesia,Asia,2020,Transport,N2O,13.723
Indonesia,Asia,2023,Manufacturing,N2O,11.237
Australia,Oceania,2022,Waste,N2O,3.481
South Africa,Africa,2021,Land Use,Co2,4.241
Japan,Asia,2005,Manufacturing,Ch4,23.03
South Africa,Africa,2017,Land Use,N2O,3.563
Australia,Oceania,2013,Manufacturing,Sf6,2.363
France,Europe,2007,Land Use,Sf6,0.1
Canada,North America,2019,Agriculture,Co2,6.392
United States,North America,2017,Energy,Co2,123.526
United States,North America,2008,Agriculture,Co2,49.006
Indonesia,Asia,2008,Land Use,Hfcs,7.953
United States,North America,2010,Buildings,Co2,123.526
India,Asia,2000,Agriculture,Hfcs,28.464
Germany,Europe,2020,Industrial Processes,Co2,47.47
Mexico,North America,2020,Agriculture,Sf6,0.741
France,Europe,2019,Land Use,N2O,1.003
United Kingdom,Europe,2015,Buildings,N2O,5.622
China,Asia,2022,Agriculture,N2O,123.526
Canada,North America,2014,Transport,N2O,16.874
Japan,Asia,2001,,Ch4,7.128
Indonesia,Asia,2018,Buildings,Ch4,1.845
South Korea,Asia,2005,Waste,Ch4,11.859
Indonesia,Asia,2023,Transport,N2O,18.291
South Korea,Asia,2012,Land Use,Sf6,0.1
,Africa,2005,Agriculture,Hfcs,7.128
United Kingdom,Europe,2017,Buildings,Ch4,7.844
Australia,Oceania,2010,Energy,Ch4,39.608
France,Europe,2009,Transport,Sf6,1.066
Canada,North America,2023,Manufacturing,N2O,6.864
United Kingdom,Europe,2012,Waste,Ch4,5.749
United Kingdom,Europe,2004,Waste,Hfcs,0.122
United States,North America,2023,Land Use,Hfcs,3.729
France,Europe,2020,Energy,N2O,3.394
India,Asia,2020,Manufacturing,Ch4,123.526
China,Asia,2018,Transport,Ch4,123.526
Canada,North America,2012,Agriculture,Sf6,0.666
South Korea,Asia,2014,Transport,Co2,105.26
United States,North America,2020,Industrial Processes,Ch4,2.361
Germany,Europe,2000,Transport,Co2,123.526
Brazil,South America,2016,Energy,N2O,8.765
France,Europe,2004,,Co2,7.128
France,Europe,2010,Land Use,N2O,1.294
China,Asia,2023,Manufacturing,Ch4,123.526
India,Asia,2008,Waste,Co2,56.468
China,Asia,2020,Buildings,Sf6,16.399
Mexico,North America,2000,Land Use,Hfcs,0.578
Canada,North America,2013,Land Use,Sf6,0.139
Indonesia,Asia,2001,Land Use,Hfcs,6.344
United States,North America,2010,Waste,Sf6,1.616
Russia,Europe,2017,Energy,Sf6,16.99
Australia,Oceania,2010,Industrial Processes,Ch4,0.533
Japan,Asia,2015,Waste,Sf6,0.311
South Korea,Asia,2003,Waste,N2O,3.574
Japan,Asia,2022,Agriculture,Co2,3.523
South Korea,Asia,2004,Industrial Processes,Hfcs,3.531
United States,North America,2022,Waste,Hfcs,1.358
South Korea,Asia,2013,Energy,N2O,14.769
Indonesia,Asia,2002,Transport,N2O,9.549
Canada,North America,2019,Transport,Ch4,8.415
United Kingdom,Europe,2001,Manufacturing,Co2,29.284
China,Asia,2020,Transport,Ch4,123.526
Japan,Asia,2000,Transport,Co2,123.526
Mexico,North America,2009,Transport,Co2,91.388
Indonesia,Asia,2018,Buildings,Co2,8.063
United Kingdom,Europe,2017,Buildings,Co2,31.81
Mexico,North America,2020,Industrial Processes,Co2,2.296
United Kingdom,Europe,2020,Waste,Ch4,4.412
Australia,Oceania,2012,Industrial Processes,Co2,4.333
Canada,North America,2019,Land Use,Ch4,2.944
South Korea,Asia,2009,Manufacturing,Ch4,19.049
Germany,Europe,2016,Agriculture,Sf6,0.541
India,Asia,2017,Land Use,N2O,60.724
Mexico,North America,2015,Transport,Hfcs,5.517
Australia,Oceania,2006,Manufacturing,Ch4,4.916
South Korea,Asia,2023,Buildings,Hfcs,13.531
South Korea,Asia,2003,Land Use,N2O,2.267
Germany,Europe,2013,Waste,Hfcs,0.23
China,Asia,2003,Waste,Co2,104.151
Brazil,South America,2017,Waste,N2O,6.91
India,Asia,2002,Land Use,Hfcs,4.839
Mexico,North America,2019,Industrial Processes,Hfcs,1.431
United States,North America,2005,Transport,Co2,123.526
Indonesia,Asia,2004,Agriculture,N2O,49.761
India,Asia,2003,Agriculture,Co2,77.092
Russia,Europe,2022,Energy,Co2,123.526
France,Europe,2006,Manufacturing,Ch4,2.001
Mexico,North America,2004,Industrial Processes,Ch4,0.242
Germany,Europe,2014,Industrial Processes,Co2,5.236
Russia,Europe,2013,Land Use,Co2,15.586
South Korea,Asia,2012,Land Use,Co2,3.294
Mexico,North America,2006,Waste,Hfcs,0.242
Canada,North America,2008,Waste,Sf6,0.274
Germany,Europe,2013,Energy,Ch4,37.529
France,Europe,2001,Manufacturing,Ch4,2.204
Australia,Oceania,2020,Agriculture,Sf6,0.819
United States,North America,2020,Agriculture,Ch4,123.526
Russia,Europe,2015,Land Use,Ch4,7.118
China,Asia,2006,Land Use,Ch4,106.248
South Korea,Asia,2018,Industrial Processes,Ch4,0.843
Mexico,North America,2003,Transport,Co2,94.211
India,Asia,2002,Land Use,N2O,39.14
Indonesia,Asia,2019,Industrial Processes,Ch4,0.631
Australia,Oceania,2009,Transport,Co2,67.15
South Africa,Africa,2015,Waste,Co2,5.488
Russia,Europe,2023,Agriculture,Co2,19.238
Mexico,North America,2014,Buildings,Co2,31.208
United Kingdom,Europe,2009,Industrial Processes,Ch4,0.179
Germany,Europe,2012,Waste,Ch4,15.789
China,Asia,2013,Waste,Co2,123.526
Russia,Europe,2009,Energy,Ch4,123.526
Australia,Oceania,2007,Agriculture,Co2,7.975
South Korea,Asia,2020,Buildings,N2O,7.856
Indonesia,Asia,2004,Land Use,Hfcs,6.961
Australia,Oceania,2017,Energy,Hfcs,6.137
Indonesia,Asia,2019,Buildings,Hfcs,1.826
France,Europe,2010,Energy,Ch4,16.875
Canada,North America,2021,Energy,Sf6,4.915
China,Asia,2023,Energy,Co2,123.526
Mexico,North America,2019,Waste,Ch4,16.065
Indonesia,Asia,2006,Manufacturing,Sf6,3.817
Brazil,South America,2022,Energy,Co2,123.526
Indonesia,Asia,2015,Land Use,Ch4,46.252
South Korea,Asia,2000,Agriculture,Sf6,0.348
South Korea,Asia,2013,Land Use,Co2,3.005
Mexico,North America,2004,Agriculture,Ch4,36.491
Canada,North America,2010,Transport,Ch4,8.304
Germany,Europe,2010,Industrial Processes,Hfcs,3.073
Russia,Europe,2002,Buildings,Hfcs,20.471
China,Asia,2003,Agriculture,Co2,111.0
South Korea,Asia,2007,Buildings,Co2,41.209
India,Asia,2018,Waste,N2O,71.917
Canada,North America,2010,Manufacturing,Hfcs,7.326
Russia,Europe,2008,Buildings,Hfcs,17.662
Australia,Oceania,2018,Agriculture,Sf6,0.773
South Korea,Asia,2000,Agriculture,Hfcs,1.319
Japan,Asia,2014,Land Use,N2O,0.1
China,Asia,2015,Agriculture,Sf6,19.086
United States,North America,2012,Waste,Ch4,103.038
Germany,Europe,2016,Manufacturing,N2O,10.901
Russia,Europe,2004,Energy,N2O,41.711
Australia,Oceania,2012,Transport,Ch4,4.547
India,Asia,2012,Manufacturing,Sf6,46.746
Japan,Asia,2007,Transport,Co2,123.526
Russia,Europe,2010,Agriculture,Sf6,2.086
Canada,North America,2000,Manufacturing,N2O,6.905
United States,North America,2013,Buildings,Co2,123.526
Australia,Oceania,2009,Manufacturing,Hfcs,4.432
United States,North America,2014,Energy,Ch4,123.526
Mexico,North America,2019,Waste,Co2,6.225
France,Europe,2014,Energy,N2O,4.187
Germany,Europe,2009,Land Use,N2O,2.145
South Korea,Asia,2000,Transport,Ch4,5.406
Australia,Oceania,2004,Buildings,Co2,19.759
Germany,Europe,2014,Land Use,Co2,2.48
Indonesia,Asia,2013,Transport,Co2,99.018
China,Asia,2009,Land Use,Co2,123.526
Mexico,North America,2001,Manufacturing,N2O,7.027
South Africa,Africa,2022,Waste,N2O,4.762
Canada,North America,2010,Energy,Sf6,4.921
Brazil,South America,2003,Land Use,Hfcs,9.098
Indonesia,Asia,2016,Buildings,N2O,1.197
South Korea,Asia,2022,Land Use,N2O,3.108
Japan,Asia,2000,Transport,Ch4,11.189
Mexico,North America,2013,Waste,Co2,5.029
Indonesia,Asia,2000,Land Use,Ch4,33.148
South Korea,Asia,2013,Industrial Processes,Hfcs,4.026
South Korea,Asia,2009,Energy,Sf6,4.852
South Africa,Africa,2019,Land Use,Co2,3.953
Germany,Europe,2003,Land Use,Hfcs,0.28
Indonesia,Asia,2007,Land Use,Sf6,1.912
Indonesia,Asia,2009,Industrial Processes,Hfcs,2.252
South Africa,Africa,2011,Manufacturing,Ch4,7.209
Brazil,South America,2021,Transport,Sf6,1.502
Japan,Asia,2012,Industrial Processes,Sf6,1.577
South Africa,Africa,2021,Industrial Processes,Ch4,0.261
Canada,North America,2009,Industrial Processes,Sf6,2.045
India,Asia,2012,Buildings,Ch4,65.953
Japan,Asia,2020,Energy,Sf6,6.496
United States,North America,2019,Land Use,Co2,39.88
South Africa,Africa,2021,Transport,Ch4,3.097
Mexico,North America,2015,Land Use,Sf6,0.169
Indonesia,Asia,2018,Agriculture,Sf6,2.353
South Africa,Africa,2017,Manufacturing,Ch4,7.098
China,Asia,2008,Manufacturing,Hfcs,123.526
South Korea,Asia,2018,Transport,N2O,13.034
Indonesia,Asia,2008,Manufacturing,Co2,47.604
United States,North America,2009,Buildings,Ch4,99.868
South Africa,Africa,2011,Transport,N2O,5.611
South Korea,Asia,2007,Buildings,N2O,7.431
,Asia,2014,Transport,Ch4,7.128
China,Asia,2008,Transport,Sf6,19.7
Mexico,North America,2009,Transport,Sf6,1.187
Russia,Europe,2003,Energy,Sf6,18.043
Canada,North America,2006,Energy,Co2,123.526
Germany,Europe,2006,Agriculture,Co2,6.617
France,Europe,2018,Waste,N2O,1.542
United Kingdom,Europe,2005,Waste,Hfcs,0.124
India,Asia,2010,Energy,N2O,70.313
Brazil,South America,2022,Waste,N2O,8.024
Canada,North America,2007,Transport,Sf6,1.726
Germany,Europe,2008,Industrial Processes,N2O,1.314
Russia,Europe,2016,Waste,Sf6,0.578
United Kingdom,Europe,2001,Agriculture,Co2,4.238
South Korea,Asia,2017,Energy,Hfcs,8.208
Germany,Europe,2009,Energy,Hfcs,6.061
South Africa,Africa,2002,Land Use,Hfcs,0.37
Indonesia,Asia,2006,Energy,Ch4,60.909
Indonesia,Asia,2022,Manufacturing,Hfcs,11.513
Mexico,North America,2013,Energy,Co2,123.426
Mexico,North America,2015,Transport,N2O,14.378
Brazil,South America,2010,Waste,Co2,8.175
United States,North America,2016,Industrial Processes,Sf6,8.187
Australia,Oceania,2012,Agriculture,Co2,7.859
China,Asia,2001,Buildings,Co2,123.526
United States,North America,2007,Energy,Co2,123.526
,South America,2000,Energy,Co2,7.128
Japan,Asia,2008,Manufacturing,Ch4,24.365
India,Asia,2010,Buildings,Hfcs,60.762
India,Asia,2005,Energy,Co2,123.526
United States,North America,2014,Energy,Sf6,33.284
Canada,North America,2022,Manufacturing,N2O,6.98
China,Asia,2003,Land Use,Hfcs,17.967
China,Asia,2012,Energy,Ch4,123.526
Brazil,South America,2009,Energy,N2O,7.531
Mexico,North America,2004,Agriculture,N2O,20.257
Canada,North America,2023,Land Use,Sf6,0.134
Canada,North America,2009,Buildings,Ch4,11.551
Indonesia,Asia,2014,Land Use,N2O,76.183
United States,North America,2020,Energy,N2O,68.327
Australia,Oceania,2007,Buildings,N2O,3.756
South Korea,Asia,2000,Industrial Processes,Co2,6.275
United Kingdom,Europe,2009,Manufacturing,N2O,4.964
Mexico,North America,2018,Agriculture,Ch4,41.877
Canada,North America,2018,Industrial Processes,Sf6,2.038
Brazil,South America,2011,Agriculture,N2O,87.019
Mexico,North America,2005,Agriculture,Hfcs,2.967
Japan,Asia,2001,Agriculture,Hfcs,1.849
India,Asia,2019,Land Use,Ch4,40.489
Canada,North America,2001,Transport,Ch4,10.037
Germany,Europe,2007,Land Use,Co2,2.608
Indonesia,Asia,2021,Waste,Co2,13.316
United States,North America,2009,Agriculture,Hfcs,20.021
South Africa,Africa,2022,Transport,Ch4,3.168
France,Europe,2012,Transport,Ch4,4.694
South Korea,Asia,2017,Manufacturing,Hfcs,23.725
Australia,Oceania,2017,Transport,Hfcs,3.628
South Africa,Africa,2005,Waste,Ch4,14.631
South Africa,Africa,2017,Energy,Co2,123.526
United Kingdom,Europe,2016,Agriculture,Co2,3.097
Mexico,North America,2019,Land Use,Ch4,3.383
Germany,Europe,2000,Agriculture,Co2,7.105
South Korea,Asia,2016,Buildings,Co2,52.037
Germany,Europe,2007,Energy,Sf6,4.362
,North America,2014,Energy,Co2,7.128
Indonesia,Asia,2000,Industrial Processes,Co2,3.637
Germany,Europe,2023,Waste,Hfcs,0.201
India,Asia,2023,,Ch4,7.128
Indonesia,Asia,2011,Transport,,7.128
United States,North America,2010,Waste,Ch4,101.947
Brazil,South America,2004,Buildings,Ch4,1.334
Russia,Europe,2004,Waste,N2O,11.465
Mexico,North America,2017,Manufacturing,Sf6,3.961
Russia,Europe,2018,Waste,Sf6,0.58
South Africa,Africa,2008,Transport,Hfcs,2.497
Mexico,North America,2013,Manufacturing,Hfcs,7.543
Russia,Europe,2003,Waste,Hfcs,0.611
Russia,Europe,2002,Transport,Sf6,2.782
Indonesia,Asia,2003,Buildings,Sf6,0.1
United Kingdom,Europe,2007,Buildings,Co2,35.512
France,Europe,2014,Waste,Co2,2.008
Australia,Oceania,2000,Transport,Ch4,4.457
Brazil,South America,2009,Manufacturing,Ch4,6.271
,Oceania,2004,Energy,Ch4,7.128
Germany,Europe,2010,Buildings,Hfcs,12.729
China,Asia,2016,Transport,Co2,123.526
South Africa,Africa,2015,Agriculture,N2O,22.326
India,Asia,2003,Land Use,Sf6,1.235
Indonesia,Asia,2018,Energy,Sf6,8.162
China,Asia,2008,Buildings,Ch4,123.526
South Korea,Asia,2009,Energy,Ch4,47.09
United States,North America,2016,Buildings,N2O,67.076
Mexico,North America,2009,Industrial Processes,Co2,2.198
Canada,North America,2010,Buildings,Ch4,12.085
Brazil,South America,2000,Industrial Processes,Ch4,0.424
Canada,North America,2011,Buildings,Sf6,0.815
South Africa,Africa,2003,Manufacturing,N2O,6.802
South Korea,Asia,2013,Land Use,N2O,2.892
Japan,Asia,2016,Industrial Processes,,7.128
United Kingdom,Europe,2017,Energy,Ch4,16.058
Indonesia,Asia,2014,Industrial Processes,Ch4,0.563
United Kingdom,Europe,2019,Transport,N2O,7.077
South Africa,Africa,2000,Waste,Sf6,0.238
China,Asia,2001,Land Use,Sf6,4.298
South Africa,Africa,2023,Land Use,N2O,3.52
Australia,Oceania,2003,Industrial Processes,Co2,4.457
France,Europe,2007,Transport,Sf6,1.03
France,Europe,2020,Agriculture,N2O,15.367
United Kingdom,Europe,2016,Waste,Hfcs,0.1
South Korea,Asia,2023,Land Use,Hfcs,0.361
Mexico,North America,2023,Waste,Sf6,0.293
India,Asia,2003,Agriculture,Ch4,123.526
India,Asia,2015,Buildings,Ch4,82.531
United States,North America,2008,Buildings,Ch4,115.496
Brazil,South America,2002,Industrial Processes,N2O,0.939
Canada,North America,2016,Transport,Hfcs,6.578
Indonesia,Asia,2002,Buildings,N2O,0.782
United States,North America,2008,Buildings,Sf6,7.438
South Korea,Asia,2018,Waste,Hfcs,0.247
Mexico,North America,2018,Waste,Hfcs,0.269
India,Asia,2016,Industrial Processes,Sf6,17.14
Mexico,North America,2008,Transport,Hfcs,4.975
India,Asia,2016,Agriculture,Hfcs,48.369
France,Europe,2022,,N2O,7.128
Russia,Europe,2007,Waste,Ch4,34.444
Indonesia,Asia,2015,Waste,Co2,11.862
India,Asia,2021,Transport,Hfcs,41.984
Japan,Asia,2000,Land Use,Ch4,0.1
Germany,Europe,2009,Buildings,Hfcs,12.898
South Africa,Africa,2015,Transport,Co2,48.371
India,Asia,2004,Waste,Ch4,123.526
India,Asia,2018,Industrial Processes,Sf6,19.553
France,Europe,2009,Land Use,Hfcs,0.125
Mexico,North America,2010,Energy,Co2,115.891
United States,North America,2010,Waste,N2O,28.682
South Africa,Africa,2015,Industrial Processes,Sf6,0.784
South Africa,Africa,2009,Agriculture,Sf6,0.67
,North America,2012,Land Use,N2O,7.128
South Africa,Africa,2015,Buildings,Co2,12.952
Canada,North America,2009,Energy,Hfcs,7.058
United States,North America,2007,Industrial Processes,Sf6,8.387
China,Asia,2020,Energy,Sf6,120.78
United States,North America,2014,Industrial Processes,Co2,22.375
South Africa,Africa,2021,Manufacturing,N2O,7.145
France,Europe,2020,Buildings,N2O,4.971
Germany,Europe,2018,Transport,Ch4,5.344
South Africa,Africa,2015,Land Use,Hfcs,0.442
Japan,Asia,2001,Energy,Ch4,101.732
,Europe,2017,Land Use,Sf6,7.128
Brazil,South America,2006,,Co2,7.128
Canada,North America,2003,Agriculture,N2O,23.613
United Kingdom,Europe,2012,Land Use,N2O,1.2
Australia,Oceania,2001,Waste,Co2,4.011
Germany,Europe,2008,Manufacturing,N2O,14.293
United States,North America,2008,Waste,Hfcs,1.618
Australia,Oceania,2011,Waste,Ch4,11.569
Russia,Europe,2014,Agriculture,N2O,59.163
Russia,Europe,2020,Manufacturing,Co2,123.526
Germany,Europe,2010,Energy,N2O,10.207
France,Europe,2019,Waste,Hfcs,0.109
India,Asia,2006,Industrial Processes,Hfcs,21.673
Australia,Oceania,2008,Transport,Ch4,4.64
Germany,Europe,2014,Waste,Co2,4.741
Brazil,South America,2009,Land Use,Co2,92.05
China,Asia,2023,Buildings,Hfcs,123.526
China,Asia,2020,Buildings,N2O,123.526
Japan,Asia,2005,Transport,Co2,123.526
Brazil,South America,2021,Agriculture,N2O,95.566
Indonesia,Asia,2023,Waste,Sf6,0.718
South Korea,Asia,2016,Industrial Processes,Ch4,0.796
Japan,Asia,2020,Manufacturing,Sf6,9.168
Germany,Europe,2017,Waste,N2O,4.183
Indonesia,Asia,2016,Manufacturing,Co2,63.545
India,Asia,2015,Manufacturing,Hfcs,109.827
South Africa,Africa,2018,Land Use,Co2,4.147
Australia,Oceania,2021,Buildings,Hfcs,5.679
Japan,Asia,2010,Transport,N2O,21.048
South Africa,Africa,2010,Transport,Co2,45.577
Mexico,North America,2015,Waste,Ch4,16.416
Russia,Europe,2004,Agriculture,Sf6,2.026
Russia,Europe,2019,Industrial Processes,Co2,8.203
South Korea,Asia,2002,Manufacturing,Ch4,18.273
Canada,North America,2012,Manufacturing,Hfcs,7.557
Canada,North America,2000,Energy,N2O,13.813
Russia,Europe,2010,Buildings,Co2,80.646
Russia,Europe,2010,Land Use,Co2,16.08
Canada,North America,2012,Buildings,Ch4,12.193
South Korea,Asia,2020,Industrial Processes,Sf6,2.578
France,Europe,2003,Energy,N2O,4.58
Brazil,South America,2004,Land Use,Sf6,2.154
France,Europe,2010,Industrial Processes,Hfcs,0.842
Mexico,North America,2003,Energy,Co2,111.019
China,Asia,2020,Land Use,N2O,123.526
France,Europe,2017,Land Use,Ch4,0.576
Russia,Europe,2014,Buildings,N2O,13.715
South Africa,Africa,2003,Manufacturing,Hfcs,7.333
Canada,North America,2023,,Hfcs,7.128
China,Asia,2001,Agriculture,Sf6,10.563
Indonesia,Asia,2018,Manufacturing,Ch4,9.686
Russia,Europe,2014,Agriculture,Ch4,108.419
Brazil,South America,2013,Waste,Co2,7.913
United Kingdom,Europe,2012,Agriculture,Hfcs,1.402
United States,North America,2013,Energy,Ch4,123.526
Japan,Asia,2001,,Hfcs,7.128
South Korea,Asia,2008,Industrial Processes,Hfcs,3.571
Indonesia,Asia,2020,Buildings,N2O,1.188
Russia,Europe,2011,Manufacturing,Co2,123.526
Brazil,South America,2006,Manufacturing,Ch4,6.22
Japan,Asia,2003,Transport,Ch4,11.508
Australia,Oceania,2012,Manufacturing,Hfcs,5.106
Brazil,South America,2000,Industrial Processes,N2O,0.969
France,Europe,2023,Transport,Co2,65.345
United Kingdom,Europe,2018,Land Use,Hfcs,0.12
South Africa,Africa,2021,Manufacturing,Sf6,4.007
Japan,Asia,2007,Energy,Hfcs,12.682
Brazil,South America,2022,Transport,Co2,118.395
France,Europe,2017,Transport,Sf6,0.977
Japan,Asia,2017,Agriculture,Co2,3.694
China,Asia,2019,Transport,Hfcs,123.217
India,Asia,2003,Waste,Co2,48.699
South Africa,Africa,2009,Waste,Co2,5.022
Indonesia,Asia,2004,Transport,N2O,10.985
Canada,North America,2014,Land Use,Ch4,2.809
South Korea,Asia,2019,Industrial Processes,N2O,1.766
Russia,Europe,2004,Land Use,N2O,13.419
Germany,Europe,2017,Energy,Sf6,3.574
Indonesia,Asia,2001,Transport,Hfcs,3.684
United Kingdom,Europe,2023,Energy,Sf6,1.388
India,Asia,2019,Industrial Processes,N2O,14.479
India,Asia,2003,Industrial Processes,Sf6,12.148
Indonesia,Asia,2001,Buildings,Ch4,1.631
Australia,Oceania,2006,Land Use,Sf6,0.142
China,Asia,2023,Land Use,Ch4,123.526
South Korea,Asia,2009,Manufacturing,Hfcs,19.501
India,Asia,2014,Energy,N2O,84.951
United Kingdom,Europe,2021,Agriculture,Sf6,0.289
Australia,Oceania,2013,Buildings,Ch4,5.309
France,Europe,2021,Energy,Sf6,1.51
United States,North America,2019,Industrial Processes,Sf6,7.493
United Kingdom,Europe,2009,Buildings,Sf6,0.607
Brazil,South America,2023,Buildings,Sf6,0.107
United Kingdom,Europe,2007,,Ch4,7.128
Japan,Asia,2009,Buildings,N2O,9.526
South Korea,Asia,2021,Agriculture,Hfcs,1.933
Russia,Europe,2020,Buildings,Ch4,18.916
Germany,Europe,2010,Energy,Hfcs,5.84
China,Asia,2017,Transport,Hfcs,121.914
Russia,Europe,2013,Land Use,N2O,14.017
Japan,Asia,2003,Buildings,Sf6,1.212
United States,North America,2000,Transport,Ch4,86.944
South Africa,Africa,2017,Energy,Ch4,49.124
South Africa,Africa,2009,Transport,Co2,42.602
United Kingdom,Europe,2019,Industrial Processes,Co2,1.301
India,Asia,2019,Land Use,Hfcs,7.909
Germany,Europe,2022,Industrial Processes,N2O,1.072
