country,region,year,industry,gas_type,emissions_mt
United States,North America,2017,Land Use,HFCs,4.244
United Kingdom,Europe,2017,Agriculture,HFCs,1.204
Germany,Europe,2009,Agriculture,HFCs,2.161
France,Europe,2010,Energy,N2O,4.193
South Africa,Africa,2012,Energy,CO2,162.272
United States,North America,2014,Waste,HFCs,1.45
United Kingdom,Europe,2022,Waste,CO2,1.53
South Korea,Asia,2021,Waste,N2O,4.889
Japan,Asia,2009,Buildings,SF6,1.053
United States,North America,2012,Buildings,CH4,106.216
South Africa,Africa,2005,Buildings,CH4,2.834
Russia,Europe,2008,Buildings,CO2,82.201
Indonesia,Asia,2018.0,Waste,N2O,10.984
Mexico,North America,2021,Transport,SF6,1.585
Canada,North America,2011,Agriculture,CO2,7.078
Canada,North America,2017,Land Use,CO2,5.321
South Africa,Africa,2021,Energy,CH4,54.377
United States,North America,2019,Land Use,CH4,18.925
Germany,Europe,2003,Manufacturing,CH4,14.757
South Korea,Asia,2016,Land Use,HFCs,0.332
United States,North America,2020,Agriculture,N2O,130.956
Australia,Oceania,2018,Waste,HFCs,0.206
United Kingdom,Europe,2011,Land Use,CO2,1.458
India,Asia,2002,Manufacturing,,65.839
India,Asia,2002,,CO2,437.348
Germany,Europe,2001,Agriculture,HFCs,2.79
Russia,Europe,2008,Industrial Processes,N2O,2.096
Germany,Europe,2014,Buildings,SF6,0.819
United Kingdom,Europe,2016,Land Use,CO2,1.178
South Korea,Asia,2022,Waste,HFCs,0.271
India,Asia,2008,Manufacturing,N2O,82.036
Germany,Europe,2005,Land Use,N2O,2.569
Japan,Asia,2019,Agriculture,SF6,0.391
Australia,Oceania,2011,Energy,HFCs,6.384
South Africa,Africa,2009,Land Use,SF6,0.1
Japan,Asia,2013,Industrial Processes,CO2,4.546
South Korea,Asia,2018,Manufacturing,HFCs,24.786
Brazil,South America,2008,Agriculture,HFCs,11.628
South Korea,Asia,2006,Manufacturing,CO2,121.529
Indonesia,Asia,2006,,CO2,5.385
United States,North America,2013,Industrial Processes,SF6,8.437
Indonesia,Asia,2009,Transport,CH4,5.404
United States,North America,2010,Manufacturing,HFCs,63.649
Japan,Asia,2021,Land Use,N2O,0.1
Australia,Oceania,2014,Manufacturing,CO2,32.51
India,Asia,2016,Waste,N2O,67.46
South Africa,Africa,2019,Transport,CH4,3.145
Japan,Asia,2020,Buildings,CH4,14.014
France,Europe,2023,Energy,CO2,47.234
Indonesia,Asia,2011,Manufacturing,CH4,8.327
Brazil,South America,2002,Energy,N2O,7.695
Canada,North America,2010,Energy,N2O,12.551
Brazil,South America,2001,Land Use,N2O,83.394
United Kingdom,Europe,2005,Buildings,CH4,10.517
Japan,Asia,2002,Transport,HFCs,8.659
Brazil,South America,2003,Buildings,SF6,0.1
China,Asia,2013,Energy,N2O,268.54
South Korea,Asia,2009,Energy,HFCs,7.576
Russia,Europe,2018,Transport,N2O,25.616
Australia,Oceania,2012.0,Energy,CO2,152.325
China,Asia,2005,Land Use,SF6,4.629
Russia,Europe,2022,Industrial Processes,CH4,0.941
Brazil,South America,2013,Industrial Processes,HFCs,2.555
Canada,North America,2009,Agriculture,SF6,0.658
United Kingdom,Europe,2015,Energy,N2O,4.175
India,Asia,2000,Waste,HFCs,2.042
Brazil,South America,2015,Energy,CH4,
South Africa,Africa,2006,Energy,N2O,12.523
,South America,2008,Agriculture,CH4,165.26
Mexico,North America,2018,Buildings,CO2,30.642
India,Asia,2007,Buildings,SF6,3.695
Australia,Oceania,2016,Manufacturing,HFCs,5.529
Mexico,North America,2016,Industrial Processes,N2O,0.529
Australia,Oceania,2009,Agriculture,CO2,7.395
Japan,Asia,2019,Agriculture,CH4,19.529
,Europe,2017,Energy,HFCs,5.186
Brazil,South America,2000,Land Use,HFCs,
Mexico,North America,2007,Buildings,N2O,4.362
Japan,Asia,2023.0,Manufacturing,HFCs,18.524
India,Asia,2017,Buildings,SF6,5.542
Germany,Europe,2022,Transport,HFCs,4.263
South Korea,Asia,2003,Manufacturing,HFCs,20.267
Australia,Oceania,2005,Manufacturing,SF6,2.574
Germany,Europe,2014,Buildings,N2O,8.575
Mexico,North America,2019,Waste,N2O,5.418
Australia,Oceania,2011,Energy,CO2,
France,Europe,2006,Manufacturing,CO2,12.392
,Asia,2012,Industrial Processes,N2O,10.307
Brazil,South America,2007,Manufacturing,CH4,6.631
Australia,Oceania,2009,Transport,SF6,
Brazil,South America,2014,Land Use,N2O,
United Kingdom,Europe,2023,Agriculture,HFCs,0.934
Russia,Europe,2007,Transport,N2O,-25.686
United States,North America,2021,Transport,SF6,13.238
Indonesia,Asia,2006,Manufacturing,CO2,46.746
Canada,North America,2011,Energy,CH4,48.976
Australia,Oceania,2020,Manufacturing,CH4,4.747
Japan,Asia,2007,Transport,CH4,11.502
Indonesia,Asia,2004,Industrial Processes,SF6,1.285
Canada,North America,2007,Manufacturing,CH4,6.942
France,Europe,2019,Agriculture,SF6,0.507
Japan,Asia,2003,Waste,CO2,7.434
Brazil,South America,2007,Transport,CH4,6.241
Indonesia,Asia,2016,Manufacturing,SF6,4.451
South Africa,Africa,2000,Land Use,SF6,0.1
Canada,North America,2004,Industrial Processes,SF6,2.174
Japan,Asia,2019,Land Use,CO2,0.1
Canada,North America,2012,Waste,CH4,17.924
United States,North America,2006,Waste,HFCs,1.826
France,Europe,2016,Transport,CH4,4.92
Canada,North America,2003,Transport,CH4,9.111
South Korea,Asia,2014,Energy,SF6,5.455
South Africa,Africa,2012,Buildings,SF6,0.195
Brazil,South America,2019,Industrial Processes,CO2,4.873
China,Asia,2003,Industrial Processes,SF6,52.467
Australia,Oceania,2005,Agriculture,CH4,44.231
United Kingdom,Europe,2004,Manufacturing,SF6,2.899
United States,North America,2015,Waste,SF6,1.602
South Africa,Africa,2021,Industrial Processes,CO2,2.582
South Africa,Africa,2009,Energy,SF6,4.747
South Africa,Africa,2008,Buildings,CH4,2.764
South Africa,Africa,2003,Buildings,N2O,1.857
Brazil,South America,2023,Transport,N2O,14.775
South Africa,Africa,2003,Industrial Processes,N2O,0.467
France,Europe,2009,Buildings,CO2,36.917
Indonesia,Asia,2000,Energy,SF6,5.663
Canada,North America,2019,Energy,CO2,162.86
South Africa,Africa,2000,Industrial Processes,N2O,0.494
United States,North America,2014,Industrial Processes,CH4,2.653
India,Asia,2022,Waste,HFCs,4.425
China,Asia,2010,Industrial Processes,CH4,20.686
Brazil,South America,2000,Waste,SF6,0.343
Indonesia,Asia,2008,Buildings,SF6,0.102
United States,North America,2015,Waste,HFCs,1.53
Canada,North America,2016,Industrial Processes,HFCs,35.64
India,Asia,2021,Buildings,CO2,375.655
Mexico,North America,2014,Waste,HFCs,0.294
Australia,Oceania,2015,Energy,N2O,10.632
Japan,Asia,2022,Transport,CH4,9.202
Germany,Europe,2003,Transport,CO2,126.012
Germany,Europe,2022,Transport,N2O,10.823
Australia,Oceania,2013,Transport,CO2,77.683
United States,North America,2006,Industrial Processes,HFCs,15.18
Russia,Europe,2001,Land Use,CH4,8.228
United Kingdom,Europe,2023,Agriculture,SF6,0.255
France,Europe,2001,Transport,CH4,6.334
France,Europe,2016,Industrial Processes,SF6,0.454
South Africa,Africa,2000.0,Buildings,N2O,1.877
United States,North America,2013,Manufacturing,N2O,62.812
Brazil,South America,2017,Waste,CO2,7.658
Canada,North America,2015,Industrial Processes,CO2,6.522
South Korea,Asia,2003,Buildings,HFCs,9.862
Canada,North America,2020,Waste,N2O,4.363
South Korea,Asia,2005,Land Use,HFCs,0.26
Indonesia,Asia,2023,Manufacturing,CO2,69.293
Japan,Asia,2009,Waste,CO2,6.5
Japan,Asia,2021,Transport,N2O,20.1
,Africa,2005,Land Use,SF6,0.106
Japan,Asia,2011,Energy,N2O,21.022
India,Asia,2005,Agriculture,CO2,78.645
India,Asia,2004,Agriculture,N2O,229.558
Japan,Asia,2015,Transport,SF6,2.011
United Kingdom,Europe,2015,Transport,N2O,7.577
China,Asia,2004,Waste,N2O,106.217
France,Europe,2008,Transport,N2O,10.52
South Korea,Asia,2006,Manufacturing,HFCs,19.453
Russia,Europe,2019,Manufacturing,CO2,210.565
Russia,Europe,2013,Waste,CH4,34.972
Indonesia,Asia,2020,Manufacturing,CO2,59.394
United States,North America,2010,Buildings,CH4,103.969
France,Europe,2019,Land Use,HFCs,0.121
South Korea,Asia,2023,Transport,CO2,115.453
Canada,North America,2017,Waste,N2O,4.808
Japan,Asia,2005,Industrial Processes,N2O,1.215
Japan,Asia,2002,Manufacturing,N2O,24.937
Russia,Europe,2007,Manufacturing,CO2,217.606
Indonesia,Asia,2021,Buildings,CH4,2.121
Indonesia,Asia,2001,Industrial Processes,SF6,1.261
South Korea,Asia,2019,Transport,HFCs,5.182
South Africa,Africa,2009,Land Use,SF6,0.1
Indonesia,Asia,2000,Energy,HFCs,7.821
India,Asia,2007,Industrial Processes,CO2,40.675
South Korea,Asia,2009,Waste,HFCs,0.208
United Kingdom,Europe,2008,Industrial Processes,SF6,0.528
Germany,Europe,2009,Industrial Processes,CH4,0.583
France,Europe,2005,Buildings,SF6,0.715
France,Europe,2014,Energy,SF6,1.443
United Kingdom,Europe,2004,Energy,SF6,2.417
China,Asia,2000,Buildings,SF6,7.944
Russia,Europe,2012,Energy,HFCs,25.061
United States,North America,2003,Transport,HFCs,70.328
Australia,Oceania,2002,Agriculture,HFCs,3.189
South Africa,Africa,2005,Industrial Processes,SF6,0.716
India,Asia,2023,Energy,CH4,449.989
United Kingdom,Europe,2022,Buildings,HFCs,5.957
Canada,North America,2020,Manufacturing,N2O,6.159
Canada,North America,2018,Land Use,CO2,5.761
South Africa,Africa,2003,Energy,CH4,45.7
Germany,Europe,2007,Land Use,N2O,2.513
Australia,Oceania,2021,Buildings,CH4,5.909
China,Asia,2017,Manufacturing,CO2,3221.362
Mexico,North America,2021,Industrial Processes,CH4,0.285
Brazil,South America,2014,Manufacturing,N2O,6.694
United States,North America,2006,Waste,N2O,29.402
India,Asia,2001,Industrial Processes,SF6,10.489
China,Asia,2006,Industrial Processes,CH4,19.886
France,Europe,2012,Agriculture,CO2,5.615
Brazil,South America,2004,Transport,SF6,1.382
Russia,Europe,2001,Land Use,HFCs,1.585
Russia,Europe,2018,Industrial Processes,N2O,1.755
Germany,Europe,2001,Waste,CH4,18.858
Germany,Europe,2023,Manufacturing,HFCs,9.637
Brazil,South America,2002,Transport,CO2,98.101
South Africa,Africa,2016,Waste,HFCs,0.273
,Europe,2006,Industrial Processes,N2O,1.396
United States,North America,2004,Manufacturing,N2O,69.109
India,Asia,2021,Transport,N2O,100.615
South Korea,Asia,2012,Buildings,N2O,7.236
Indonesia,Asia,2009,Transport,N2O,10.905
Indonesia,Asia,2000,Manufacturing,CO2,43.939
Canada,North America,2023,Buildings,CH4,12.264
Australia,Oceania,2012,Agriculture,SF6,0.856
France,Europe,2006,Transport,N2O,11.068
India,Asia,2014,Agriculture,CO2,109.425
South Africa,Africa,2016,Transport,CH4,3.243
South Korea,Asia,2001,Buildings,N2O,6.847
Germany,Europe,2002,Manufacturing,CO2,100.624
India,Asia,2011,Buildings,SF6,4.466
South Korea,Asia,2008,Manufacturing,CH4,20.414
Canada,North America,2009,Energy,SF6,4.829
China,Asia,2002,Industrial Processes,CO2,154.694
United States,North America,2022,Buildings,HFCs,88.169
Russia,Europe,2005,Industrial Processes,SF6,2.82
Germany,Europe,2010,Manufacturing,HFCs,12.769
Mexico,North America,2023,Land Use,CO2,6.787
Indonesia,Asia,2019,Waste,CH4,38.399
India,Asia,2022,Manufacturing,SF6,65.607
France,Europe,2013,Energy,SF6,1.648
France,Europe,2008,Land Use,HFCs,0.154
Mexico,North America,2018,Buildings,CH4,8.349
Germany,Europe,2021,Manufacturing,SF6,5.864
Russia,Europe,2023,Energy,N2O,44.137
Brazil,South America,2007,Waste,HFCs,0.357
Russia,Europe,2016,Manufacturing,CH4,32.973
Russia,Europe,2023,Waste,CO2,10.455
Brazil,South America,2022,Energy,N2O,9.644
Mexico,North America,2002,Manufacturing,CH4,6.345
India,Asia,2000,Waste,CH4,124.794
Mexico,North America,2005,Manufacturing,SF6,3.326
France,Europe,2013,Manufacturing,CO2,10.459
Indonesia,Asia,2015,Energy,SF6,7.887
United Kingdom,Europe,2005,Energy,N2O,5.223
Canada,North America,2013.0,Waste,SF6,0.275
France,Europe,2019,Waste,CH4,5.736
South Korea,Asia,2006,Transport,SF6,1.077
Canada,North America,2011,Transport,CH4,9.383
Canada,North America,2006,Energy,,7.815
Brazil,South America,2002,Waste,N2O,6.303
Germany,Europe,2023,Energy,CH4,32.51
United Kingdom,Europe,2019,Waste,CH4,4.711
China,Asia,2022,Energy,N2O,328.17
China,Asia,2013,Industrial Processes,N2O,46.186
Indonesia,Asia,2010,Agriculture,SF6,1.81
United States,North America,2006,Transport,N2O,156.8
Indonesia,Asia,2009,Land Use,CO2,80.259
South Korea,Asia,2000,Energy,SF6,4.254
Indonesia,Asia,2010,Energy,CO2,263.864
United Kingdom,Europe,2002,Buildings,N2O,7.523
Brazil,South America,2019,Manufacturing,HFCs,7.283
United Kingdom,Europe,2022,Transport,CO2,56.619
Russia,Europe,2008,Agriculture,CH4,110.371
Russia,Europe,2018,Land Use,CO2,15.765
United States,North America,2018,Waste,HFCs,1.531
Indonesia,Asia,2011,Industrial Processes,HFCs,2.808
South Korea,Asia,2019,Manufacturing,HFCs,25.916
United States,North America,2004,Buildings,CO2,472.913
Russia,Europe,2007,Energy,N2O,42.661
Brazil,South America,2011,Transport,N2O,13.396
Indonesia,Asia,2018,Energy,CH4,81.094
Russia,Europe,2021,Agriculture,CO2,18.436
United Kingdom,Europe,2012,Buildings,CH4,8.628
France,Europe,2016,Industrial Processes,CH4,0.158
India,Asia,2018,Buildings,CO2,349.509
Australia,Oceania,2005,Transport,HFCs,3.601
United States,North America,2008,Waste,N2O,31.34
India,Asia,2016,Transport,N2O,81.988
Australia,Oceania,2013,Land Use,CO2,6.556
India,Asia,2022,Land Use,SF6,2.202
South Africa,Africa,2012,Energy,SF6,4.938
Australia,Oceania,2019,Waste,SF6,0.219
India,Asia,2005,Land Use,CH4,23.64
France,Europe,2019,Buildings,HFCs,
Russia,Europe,2023,Industrial Processes,CO2,8.135
South Africa,Africa,2016,Buildings,SF6,0.217
France,Europe,2014,Buildings,SF6,0.541
Indonesia,Asia,2010,Waste,N2O,
United Kingdom,Europe,2019,Manufacturing,HFCs,4.09
Australia,Oceania,2017,Transport,CH4,4.845
Japan,Asia,2005,Energy,SF6,9.572
Brazil,South America,2021,Waste,CH4,27.864
Australia,Oceania,2021,Manufacturing,CO2,35.047
United States,North America,2016,Waste,N2O,27.745
Indonesia,Asia,2003,Energy,SF6,5.808
United Kingdom,Europe,2002,Land Use,SF6,0.1
South Africa,Africa,2020,Waste,CH4,15.859
China,Asia,2008,Industrial Processes,HFCs,109.873
China,Asia,2003,Manufacturing,HFCs,275.08
South Korea,Asia,2020,Agriculture,CH4,21.082
United Kingdom,Europe,2003,Waste,HFCs,0.116
China,Asia,2009,Buildings,N2O,109.241
Mexico,North America,2021,Agriculture,CH4,45.941
Japan,Asia,2001,Manufacturing,N2O,27.911
South Africa,Africa,2002,Transport,CO2,49.233
United States,North America,2011,Industrial Processes,SF6,8.282
Australia,Oceania,2023,Transport,SF6,0.991
China,Asia,2023,Waste,CH4,696.456
Indonesia,Asia,2013,Agriculture,CO2,19.145
Japan,Asia,2017,Manufacturing,HFCs,21.74
Japan,Asia,2002,Industrial Processes,CH4,
South Korea,Asia,2021,Industrial Processes,CH4,0.86
India,Asia,2000.0,Agriculture,N2O,212.038
India,Asia,2010,Land Use,N2O,52.773
Russia,Europe,2008,Industrial Processes,CH4,0.932
Australia,Oceania,2021.0,Agriculture,HFCs,3.292
Indonesia,Asia,2012,Waste,SF6,0.522
Russia,Europe,2023,Transport,N2O,25.493
Mexico,North America,2022,Land Use,CH4,3.487
India,Asia,2000,Manufacturing,CH4,60.68
Mexico,North America,2011,Industrial Processes,SF6,0.867
Germany,Europe,2007,,SF6,0.1
Australia,Oceania,2008,Waste,HFCs,0.214
India,Asia,2012,Manufacturing,CH4,934.3399999999999
France,Europe,2014,Transport,CH4,
Brazil,South America,2009,Manufacturing,SF6,3.335
China,Asia,2019,Waste,CO2,224.454
Canada,North America,2001,Waste,SF6,0.301
South Korea,Asia,2008,Industrial Processes,CH4,0.705
South Korea,Asia,2015,Industrial Processes,CO2,7.078
South Africa,Africa,2008,Agriculture,N2O,21.881
Japan,Asia,2021,Waste,HFCs,0.27
India,Asia,2006,Agriculture,N2O,244.715
India,Asia,2006,Transport,SF6,5.855
Brazil,South America,2021,Waste,HFCs,0.447
Germany,Europe,2004,Transport,SF6,1.371
Germany,Europe,2012,Buildings,CO2,52.248
China,Asia,2022,Land Use,CO2,384.665
Brazil,South America,2012,Waste,HFCs,0.384
India,Asia,2009,Waste,SF6,2.624
United Kingdom,Europe,2010,Land Use,HFCs,0.149
Australia,Oceania,2020,Transport,SF6,0.846
Brazil,South America,2020,Land Use,CH4,47.523
Germany,Europe,2015,Manufacturing,HFCs,11.658
Canada,North America,2021,Industrial Processes,N2O,1.294
Australia,Oceania,2018,Agriculture,CO2,8.666
France,Europe,2015,Manufacturing,CH4,1.625
South Africa,Africa,2003,Buildings,HFCs,2.845
Germany,Europe,2020,Agriculture,N2O,13.358
Brazil,South America,2011,Manufacturing,HFCs,6.738
China,Asia,2011,Energy,N2O,226.273
Russia,Europe,2013,Manufacturing,CO2,227.419
Australia,Oceania,2023,Land Use,CH4,2.954
Mexico,North America,2006,Energy,CO2,108.033
France,Europe,2014,Buildings,HFCs,8.564
United Kingdom,Europe,2001,Transport,SF6,1.086
France,Europe,2020,Industrial Processes,CH4,0.142
Japan,Asia,2023,Buildings,SF6,0.86
United States,North America,2002,Agriculture,SF6,5.714
Mexico,North America,2005,Transport,N2O,11.474
Russia,Europe,2020,Manufacturing,SF6,15.172
China,Asia,2023,Transport,SF6,35.539
Brazil,South America,2017,Waste,HFCs,0.441
Australia,Oceania,2003,Transport,N2O,8.514
United States,North America,2021,Waste,SF6,1.466
France,Europe,2017,Transport,CO2,77.258
Indonesia,Asia,2007,Land Use,N2O,69.46
India,Asia,2002,Agriculture,CH4,383.562
China,Asia,2022,Land Use,HFCs,37.369
Canada,North America,2022,Agriculture,CH4,35.045
Indonesia,Asia,2017,Land Use,N2O,79.911
France,Europe,2016,Energy,N2O,3.833
India,Asia,2017,Transport,CH4,40.782
Japan,Asia,2003.0,Transport,HFCs,
United Kingdom,Europe,2004,Buildings,HFCs,10.357
Brazil,South America,2020,Energy,SF6,3.339
Mexico,North America,2019,Waste,HFCs,0.311
China,Asia,2000,Transport,CH4,69.697
South Korea,Asia,2003,Industrial Processes,CO2,6.074
Brazil,South America,2020,Buildings,HFCs,1.283
Russia,Europe,2012.0,Energy,CH4,167.29
United Kingdom,Europe,2013,Manufacturing,CO2,27.176
South Africa,Africa,2010,Buildings,SF6,0.209
United States,North America,2016,Industrial Processes,CO2,22.013
United States,North America,2004,Buildings,CH4,109.653
Mexico,North America,2005,Agriculture,SF6,0.731
China,Asia,2008,Industrial Processes,SF6,62.329
India,Asia,2003,Land Use,CO2,48.479
Russia,Europe,2006,Agriculture,SF6,1.87
Japan,Asia,2009,Energy,CO2,288.608
Canada,North America,2006,Land Use,CO2,6.239
Russia,Europe,2009,Energy,HFCs,25.479
India,Asia,2008,Energy,N2O,65.379
United States,North America,2012,Land Use,SF6,1.034
Mexico,North America,2000,Agriculture,CH4,35.228
United Kingdom,Europe,2012,Energy,CH4,18.767
Russia,Europe,2009,Manufacturing,SF6,17.511
United Kingdom,Europe,2015,Agriculture,HFCs,1.245
Germany,Europe,2004,Buildings,CO2,
South Africa,Africa,2021,Manufacturing,CO2,52.508
South Korea,Asia,2022,Transport,CH4,7.699
Russia,Europe,2015,Buildings,CO2,77.556
India,Asia,2018,Manufacturing,HFCs,111.629
Indonesia,Asia,2019,Agriculture,CO2,22.753
United States,North America,2004,Agriculture,CO2,53.726
Mexico,North America,2022,Transport,CH4,6.784
United States,North America,2021,Manufacturing,SF6,29.744
Canada,North America,2018,Buildings,CH4,12.073
France,Europe,2021.0,Transport,CH4,4.254
France,Europe,2020,Transport,CH4,4.022
Indonesia,Asia,2008,Land Use,CO2,84.053
Canada,North America,2008,Buildings,SF6,0.814
Germany,Europe,2011,Industrial Processes,HFCs,3.154
Australia,Oceania,2017,Buildings,N2O,3.82
Germany,Europe,2020,Waste,SF6,0.205
Australia,Oceania,2019,Waste,HFCs,0.205
Japan,Asia,2016,Industrial Processes,CH4,0.481
South Africa,Africa,2021,Waste,N2O,4.738
Mexico,North America,2007,Energy,CO2,102.032
United States,North America,2022,Manufacturing,CH4,60.073
India,Asia,2009,Energy,N2O,62.499
Mexico,North America,2004,Manufacturing,CO2,43.516
Germany,Europe,2004,Transport,HFCs,6.073
Brazil,South America,2016,Energy,CH4,39.058
China,Asia,2021,Manufacturing,HFCs,598.626
South Africa,Africa,2001,Agriculture,SF6,0.698
China,Asia,2009,Waste,CH4,387.376
United States,North America,2016,Waste,HFCs,1.434
Mexico,North America,2016,Waste,CO2,5.833
Indonesia,Asia,2018,Agriculture,N2O,
South Africa,Africa,2003,Transport,SF6,0.617
South Korea,Asia,2000,Industrial Processes,HFCs,3.211
France,Europe,2015,Agriculture,CO2,6.073
Canada,North America,2020,Agriculture,CO2,5.89
Australia,Oceania,2011,Buildings,CH4,5.617
Mexico,North America,2002,Industrial Processes,CH4,0.252
United Kingdom,Europe,2011,Manufacturing,HFCs,4.789
United States,North America,2022,Energy,N2O,76.21
India,Asia,2014,Manufacturing,N2O,107.943
China,Asia,2005,Energy,CH4,681.42
Indonesia,Asia,2003,Industrial Processes,SF6,1.234
Germany,Europe,2000,Waste,HFCs,0.328
Japan,Asia,2006,Agriculture,SF6,0.442
Brazil,South America,2003,Transport,SF6,1.28
India,Asia,2019,Buildings,N2O,56.931
South Korea,Asia,2006,Energy,N2O,11.798
China,Asia,2008,Agriculture,CH4,783.766
Russia,Europe,2023,,HFCs,9.7
China,Asia,2023,Manufacturing,CO2,3859.251
France,Europe,2002,Agriculture,CH4,42.194
United States,North America,2020,Agriculture,SF6,4.296
France,Europe,2022,Transport,CH4,4.492
South Korea,Asia,2023,Agriculture,CH4,26.83
France,Europe,2007,Industrial Processes,HFCs,0.865
Mexico,North America,2020,Land Use,CO2,6.333
United States,North America,2000,Waste,SF6,1.892
Japan,Asia,2016,Energy,HFCs,12.732
Indonesia,Asia,2015,Energy,N2O,20.584
Canada,North America,2006,Land Use,HFCs,0.543
Indonesia,Asia,2022,Land Use,SF6,2.645
Brazil,South America,2001,Transport,CH4,6.19
Mexico,North America,2005,Land Use,HFCs,0.61
Mexico,North America,2004,Buildings,N2O,4.617
Brazil,South America,2020,Agriculture,SF6,2.746
Russia,Europe,2004,Agriculture,N2O,57.088
Mexico,North America,2002,Agriculture,CO2,7.368
South Korea,Asia,2017,Transport,CO2,111.683
Germany,Europe,2019,Manufacturing,CO2,68.773
Russia,Europe,2011,Energy,CH4,162.068
France,Europe,2012,Energy,N2O,4.328
Brazil,South America,2012,Transport,CH4,6.563
Brazil,South America,2007,Transport,HFCs,5.597
Russia,Europe,2010,Land Use,CH4,7.958
France,Europe,2018,Land Use,HFCs,0.13
France,Europe,2022.0,Energy,CO2,45.774
South Africa,Africa,2005,Agriculture,CO2,6.834
South Korea,Asia,2013,Agriculture,CO2,3.738
Russia,Europe,2018,Waste,HFCs,0.595
Mexico,North America,2010,Manufacturing,CO2,45.215
United Kingdom,Europe,2019,Transport,CH4,3.8
United States,North America,2009,Industrial Processes,CH4,2.741
Japan,Asia,2005,Energy,N2O,23.876
France,Europe,2018,Agriculture,SF6,0.505
Brazil,South America,2001,Buildings,HFCs,1.317
South Africa,Africa,2009,Waste,N2O,3.958
Japan,Asia,2021,Land Use,CO2,0.1
Russia,Europe,2005,Land Use,N2O,14.264
China,Asia,2004,Buildings,N2O,99.948
Mexico,North America,2010,Transport,SF6,1.33
United Kingdom,Europe,2010,Energy,SF6,1.949
China,Asia,2021,Manufacturing,CO2,3660.526
South Africa,Africa,2018,Energy,SF6,
Japan,Asia,2002,Land Use,N2O,0.1
Indonesia,Asia,2022,Buildings,SF6,0.142
United States,North America,2021,Energy,CO2,1214.473
South Africa,Africa,2000.0,Waste,HFCs,0.23
France,Europe,2001,Buildings,CH4,10.763
Japan,Asia,2017,Energy,N2O,19.379
Indonesia,Asia,2018,Transport,N2O,14.025
India,Asia,2001,Transport,HFCs,19.749
Indonesia,Asia,2014,Land Use,CH4,46.827
Indonesia,Asia,2008,Energy,HFCs,10.514
Germany,Europe,2021,Manufacturing,N2O,10.9
Japan,Asia,2004,Waste,N2O,6.274
Germany,Europe,2020,Agriculture,CO2,4.151
United States,North America,2004,Industrial Processes,SF6,7.994
Australia,Oceania,2019,,CO2,73.675
South Africa,Africa,2017,Transport,HFCs,2.571
United States,North America,2009,Transport,CO2,1123.983
United Kingdom,Europe,2017,Transport,HFCs,3.101
France,Europe,2021,Industrial Processes,N2O,0.319
Germany,Europe,2023,Industrial Processes,CH4,0.476
Canada,North America,2001,Industrial Processes,CH4,0.801
Brazil,South America,2001,Transport,HFCs,5.186
China,Asia,2010,Industrial Processes,CH4,20.686
United States,North America,2012,Manufacturing,CO2,443.431
Japan,Asia,2015.0,Agriculture,CO2,4.125
South Korea,Asia,2016,Agriculture,HFCs,1.632
India,Asia,2022,Energy,CO2,1530.671
United Kingdom,Europe,2005,Industrial Processes,CH4,0.211
United Kingdom,Europe,2018,Agriculture,N2O,7.996
Canada,North America,2022,Manufacturing,CH4,6.524
Mexico,North America,2013,Buildings,CH4,7.808
South Korea,Asia,2003,Manufacturing,CO2,124.019
Germany,Europe,2013,Manufacturing,HFCs,11.606
Australia,Oceania,2007,Energy,CH4,37.566
Indonesia,Asia,2001,Energy,SF6,6.023
Brazil,South America,2023,Industrial Processes,CH4,0.505
United Kingdom,Europe,2013,Transport,HFCs,3.422
Russia,Europe,2021,Manufacturing,CH4,36.061
India,Asia,2008,Buildings,CH4,63.234
Canada,North America,2017,,SF6,0.283
Germany,Europe,2004,Transport,CO2,113.684
Australia,Oceania,2016,Buildings,N2O,3.814
Mexico,North America,2014,Buildings,N2O,4.723
India,Asia,2011,Land Use,SF6,1.629
United States,North America,2005,Waste,CO2,36.631
India,Asia,2002,Transport,N2O,54.814
China,Asia,2004,Land Use,HFCs,19.116
Australia,Oceania,2003,Agriculture,CO2,7.732
Japan,Asia,2018,Transport,CO2,142.989
China,Asia,2019,Agriculture,CH4,1223.0
France,Europe,2000,Waste,N2O,2.412
United States,North America,2012,Industrial Processes,HFCs,13.929
United States,North America,2022,Transport,CH4,63.259
Russia,Europe,2021,Buildings,CO2,87.325
Indonesia,Asia,2002,Buildings,CO2,5.085
South Korea,Asia,2007,Waste,CH4,13.575
China,Asia,2010,Transport,CO2,1888.704
South Africa,Africa,2010,Industrial Processes,CH4,0.253
United Kingdom,Europe,2016,Waste,CO2,1.669
United Kingdom,Europe,2012,Transport,HFCs,3.596
Indonesia,Asia,2022,Industrial Processes,SF6,1.981
Brazil,South America,2013,Industrial Processes,N2O,1.011
Brazil,South America,2020,Buildings,CH4,1.577
France,Europe,2000,Agriculture,CH4,43.878
United States,North America,2012,Transport,N2O,156.969
China,Asia,2008,Buildings,N2O,103.761
Canada,North America,2018,Waste,HFCs,0.279
France,Europe,2003,Industrial Processes,SF6,0.572
China,Asia,2018,Transport,N2O,318.228
Germany,Europe,2018,Manufacturing,N2O,10.606
Australia,Oceania,2013,Transport,HFCs,3.559
Australia,Oceania,2015,Agriculture,CO2,7.64
Russia,Europe,2015,Industrial Processes,CH4,0.892
Mexico,North America,2011,Manufacturing,N2O,6.965
